customerID,churn_probability,risk_flag,risk_band,threshold_used,model_name,MonthlyCharges,tenure,Contract,PaymentMethod,InternetService,tenure_bucket,services_count,customer_value,revenue_at_risk,top_risk_reasons,explanation_method,actual_churn
9497-QCMMS,0.9525,High,Critical,0.55,logistic_regression,93.55,1,Month-to-month,Electronic check,Fiber optic,0-12m,4,1122.6,1069.28,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,Yes
3956-MGXOG,0.7456,High,High,0.55,logistic_regression,80.6,28,Month-to-month,Electronic check,Fiber optic,25-48m,2,967.2,721.14,Month-to-month contract; Internet Service: Fiber optic; Internet Service: DSL,shap,No
6518-LGAOV,0.7455,High,High,0.55,logistic_regression,105.0,38,Month-to-month,Electronic check,Fiber optic,25-48m,6,1260.0,939.33,Services subscribed; Month-to-month contract; Internet Service: Fiber optic,shap,Yes
0848-ZGQIJ,0.7451,High,High,0.55,logistic_regression,94.65,16,Month-to-month,Bank transfer (automatic),Fiber optic,13-24m,4,1135.8,846.28,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,No
5233-AOZUF,0.745,High,High,0.55,logistic_regression,74.95,29,Month-to-month,Electronic check,Fiber optic,25-48m,2,899.4,670.05,Month-to-month contract; Internet Service: Fiber optic; Internet Service: DSL,shap,No
7703-ZEKEF,0.7449,High,High,0.55,logistic_regression,81.0,23,Month-to-month,Electronic check,Fiber optic,13-24m,3,972.0,724.04,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,Yes
8695-ARGXZ,0.7449,High,High,0.55,logistic_regression,75.55,34,Month-to-month,Electronic check,Fiber optic,25-48m,2,906.6,675.33,Month-to-month contract; Internet Service: Fiber optic; Internet Service: DSL,shap,No
2832-KJCRD,0.7448,High,High,0.55,logistic_regression,103.65,38,Month-to-month,Electronic check,Fiber optic,25-48m,6,1243.8,926.38,Services subscribed; Month-to-month contract; Internet Service: Fiber optic,shap,No
9971-ZWPBF,0.7446,High,High,0.55,logistic_regression,108.9,34,Month-to-month,Electronic check,Fiber optic,25-48m,7,1306.8,973.04,Services subscribed; Month-to-month contract; Internet Service: Fiber optic,shap,No
0637-YLETY,0.7446,High,High,0.55,logistic_regression,95.6,16,Month-to-month,Credit card (automatic),Fiber optic,13-24m,5,1147.2,854.21,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,Yes
1723-HKXJQ,0.7446,High,High,0.55,logistic_regression,101.75,42,Month-to-month,Electronic check,Fiber optic,25-48m,5,1221.0,909.16,Month-to-month contract; Internet Service: Fiber optic; Services subscribed,shap,Yes
3647-GMGDH,0.7445,High,High,0.55,logistic_regression,94.7,22,Month-to-month,Credit card (automatic),Fiber optic,13-24m,4,1136.4,846.05,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,Yes
9979-RGMZT,0.7442,High,High,0.55,logistic_regression,94.05,7,One year,Mailed check,Fiber optic,0-12m,4,1128.6,839.9,Tenure; Internet Service: Fiber optic; Contract: One year,shap,No
0434-CSFON,0.7441,High,High,0.55,logistic_regression,100.5,47,Month-to-month,Electronic check,Fiber optic,25-48m,5,1206.0,897.38,Month-to-month contract; Internet Service: Fiber optic; Services subscribed,shap,No
4718-DHSMV,0.744,High,High,0.55,logistic_regression,35.8,11,Month-to-month,Mailed check,DSL,0-12m,1,429.6,319.62,Tenure; Monthly Charges; Month-to-month contract,shap,No
3398-ZOUAA,0.744,High,High,0.55,logistic_regression,69.1,21,Month-to-month,Electronic check,Fiber optic,13-24m,1,829.2,616.92,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,Yes
0927-LCSMG,0.744,High,High,0.55,logistic_regression,74.65,7,Month-to-month,Mailed check,Fiber optic,0-12m,2,895.8,666.48,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,Yes
7270-BDIOA,0.7438,High,High,0.55,logistic_regression,90.0,22,Month-to-month,Electronic check,Fiber optic,13-24m,4,1080.0,803.3,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,Yes
8878-HMWBV,0.7437,High,High,0.55,logistic_regression,49.15,3,Month-to-month,Electronic check,DSL,0-12m,2,589.8,438.63,Tenure; Month-to-month contract; Monthly Charges,shap,Yes
2386-LAHRK,0.7434,High,High,0.55,logistic_regression,53.5,1,Month-to-month,Mailed check,DSL,0-12m,2,642.0,477.26,Tenure; Month-to-month contract; Monthly Charges,shap,Yes
7278-CKDNC,0.7434,High,High,0.55,logistic_regression,80.5,24,Month-to-month,Electronic check,Fiber optic,13-24m,3,966.0,718.12,Month-to-month contract; Internet Service: Fiber optic; Tenure,shap,No
5857-TYBCJ,0.743,High,High,0.55,logistic_regression,89.2,44,Month-to-month,Electronic check,Fiber optic,25-48m,4,1070.4,795.31,Month-to-month contract; Internet Service: Fiber optic; Internet Service: DSL,shap,No
4315-MURBD,0.7427,High,High,0.55,logistic_regression,98.9,12,Month-to-month,Bank transfer (automatic),Fiber optic,0-12m,5,1186.8,881.44,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,Yes
2697-NQBPF,0.7424,High,High,0.55,logistic_regression,105.35,34,Month-to-month,Electronic check,Fiber optic,25-48m,6,1264.2,938.54,Services subscribed; Month-to-month contract; Internet Service: Fiber optic,shap,No
5600-KTXFM,0.7422,High,High,0.55,logistic_regression,69.95,2,Month-to-month,Mailed check,Fiber optic,0-12m,1,839.4,623.0,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,No
8058-DMYRU,0.7421,High,High,0.55,logistic_regression,90.05,54,Month-to-month,Electronic check,Fiber optic,48m+,4,1080.6,801.91,Month-to-month contract; Internet Service: Fiber optic; Tenure band: 48m+,shap,No
0311-UNPFF,0.742,High,High,0.55,logistic_regression,88.8,26,Month-to-month,Bank transfer (automatic),Fiber optic,25-48m,3,1065.6,790.68,Month-to-month contract; Internet Service: Fiber optic; Tenure,shap,Yes
3737-GCSPV,0.7419,High,High,0.55,logistic_regression,96.2,11,Month-to-month,Credit card (automatic),Fiber optic,0-12m,5,1154.4,856.45,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,Yes
1304-BCCFO,0.7418,High,High,0.55,logistic_regression,70.05,9,Month-to-month,Mailed check,DSL,0-12m,4,840.6,623.56,Tenure; Month-to-month contract; Streaming Movies: Yes,shap,No
5119-KEPFY,0.7418,High,High,0.55,logistic_regression,95.0,36,Month-to-month,Bank transfer (automatic),Fiber optic,25-48m,4,1140.0,845.65,Month-to-month contract; Internet Service: Fiber optic; Internet Service: DSL,shap,No
3002-WQZWT,0.7415,High,High,0.55,logistic_regression,74.2,29,Month-to-month,Electronic check,Fiber optic,25-48m,2,890.4,660.23,Month-to-month contract; Internet Service: Fiber optic; Internet Service: DSL,shap,No
9398-MMQTO,0.7414,High,High,0.55,logistic_regression,74.45,3,Month-to-month,Credit card (automatic),Fiber optic,0-12m,2,893.4,662.37,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,No
0376-YMCJC,0.7413,High,High,0.55,logistic_regression,90.6,23,Month-to-month,Electronic check,Fiber optic,13-24m,4,1087.2,805.94,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,Yes
5899-MQZZL,0.7413,High,High,0.55,logistic_regression,75.0,13,Month-to-month,Mailed check,Fiber optic,13-24m,2,900.0,667.17,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,Yes
4729-XKASR,0.7411,High,High,0.55,logistic_regression,24.75,1,Month-to-month,Electronic check,DSL,0-12m,0,297.0,220.11,Tenure; Monthly Charges; Month-to-month contract,shap,Yes
9490-DFPMD,0.7408,High,High,0.55,logistic_regression,84.65,42,Month-to-month,Electronic check,Fiber optic,25-48m,3,1015.8,752.5,Month-to-month contract; Internet Service: Fiber optic; Internet Service: DSL,shap,Yes
4553-DVPZG,0.7408,High,High,0.55,logistic_regression,101.35,62,Month-to-month,Electronic check,Fiber optic,48m+,5,1216.2,900.96,Month-to-month contract; Internet Service: Fiber optic; Total Charges,shap,No
7895-VONWT,0.7408,High,High,0.55,logistic_regression,48.25,25,Month-to-month,Electronic check,DSL,25-48m,3,579.0,428.92,Month-to-month contract; Monthly Charges; Tenure,shap,No
0378-NHQXU,0.7407,High,High,0.55,logistic_regression,88.25,17,Month-to-month,Electronic check,Fiber optic,13-24m,4,1059.0,784.4,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,Yes
2378-VTKDH,0.7405,High,High,0.55,logistic_regression,104.35,65,Month-to-month,Electronic check,Fiber optic,48m+,6,1252.2,927.25,Services subscribed; Total Charges; Month-to-month contract,shap,No
9560-ARGQJ,0.7405,High,High,0.55,logistic_regression,81.0,16,Month-to-month,Electronic check,Fiber optic,13-24m,2,972.0,719.77,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,Yes
6311-UEUME,0.7404,High,High,0.55,logistic_regression,78.9,29,Month-to-month,Electronic check,Fiber optic,25-48m,2,946.8,701.01,Month-to-month contract; Internet Service: Fiber optic; Internet Service: DSL,shap,Yes
1589-AGTLK,0.7403,High,High,0.55,logistic_regression,45.35,3,Month-to-month,Electronic check,DSL,0-12m,1,544.2,402.87,Tenure; Month-to-month contract; Monthly Charges,shap,Yes
9026-LHEVG,0.74,High,High,0.55,logistic_regression,40.75,9,Month-to-month,Electronic check,DSL,0-12m,2,489.0,361.86,Tenure; Monthly Charges; Month-to-month contract,shap,No
1894-IGFSG,0.7399,High,High,0.55,logistic_regression,89.25,22,Month-to-month,Electronic check,Fiber optic,13-24m,3,1071.0,792.43,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,Yes
9600-NAXZN,0.7398,High,High,0.55,logistic_regression,101.4,43,Month-to-month,Electronic check,Fiber optic,25-48m,5,1216.8,900.19,Month-to-month contract; Internet Service: Fiber optic; Services subscribed,shap,Yes
7442-YGZFK,0.7397,High,High,0.55,logistic_regression,49.8,1,Month-to-month,Credit card (automatic),DSL,0-12m,2,597.6,442.04,Tenure; Month-to-month contract; Monthly Charges,shap,No
1565-RHDJD,0.7397,High,High,0.55,logistic_regression,84.05,4,Month-to-month,Bank transfer (automatic),Fiber optic,0-12m,4,1008.6,746.06,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,Yes
8642-GVWRF,0.7395,High,High,0.55,logistic_regression,79.7,2,Month-to-month,Bank transfer (automatic),Fiber optic,0-12m,3,956.4,707.26,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,Yes
6629-CZTTH,0.7394,High,High,0.55,logistic_regression,55.7,1,Month-to-month,Mailed check,DSL,0-12m,2,668.4,494.21,Tenure; Month-to-month contract; Monthly Charges,shap,Yes
5019-GQVCR,0.7392,High,High,0.55,logistic_regression,84.85,43,Month-to-month,Electronic check,Fiber optic,25-48m,3,1018.2,752.65,Month-to-month contract; Internet Service: Fiber optic; Internet Service: DSL,shap,No
2277-DJJDL,0.7392,High,High,0.55,logistic_regression,99.0,60,Month-to-month,Electronic check,Fiber optic,48m+,5,1188.0,878.17,Month-to-month contract; Internet Service: Fiber optic; Total Charges,shap,No
6988-CJEYV,0.7391,High,High,0.55,logistic_regression,98.7,49,Month-to-month,Electronic check,Fiber optic,48m+,5,1184.4,875.39,Month-to-month contract; Internet Service: Fiber optic; Tenure band: 48m+,shap,No
6519-CFDBX,0.739,High,High,0.55,logistic_regression,45.4,2,Month-to-month,Electronic check,DSL,0-12m,1,544.8,402.61,Tenure; Month-to-month contract; Monthly Charges,shap,No
9620-ENEJV,0.7386,High,High,0.55,logistic_regression,70.55,6,Month-to-month,Credit card (automatic),Fiber optic,0-12m,1,846.6,625.3,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,No
5759-RCVCB,0.7382,High,High,0.55,logistic_regression,35.2,3,Month-to-month,Credit card (automatic),DSL,0-12m,1,422.4,311.82,Tenure; Monthly Charges; Month-to-month contract,shap,Yes
9907-SWKKF,0.738,High,High,0.55,logistic_regression,25.05,1,Month-to-month,Mailed check,DSL,0-12m,0,300.6,221.84,Tenure; Monthly Charges; Month-to-month contract,shap,Yes
8272-ONJLV,0.7379,High,High,0.55,logistic_regression,95.7,12,One year,Electronic check,Fiber optic,0-12m,4,1148.4,847.4,Tenure; Internet Service: Fiber optic; Contract: One year,shap,No
8993-IZEUX,0.7379,High,High,0.55,logistic_regression,69.15,7,Month-to-month,Bank transfer (automatic),Fiber optic,0-12m,1,829.8,612.31,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,No
8708-XPXHZ,0.7377,High,High,0.55,logistic_regression,94.2,42,Month-to-month,Electronic check,Fiber optic,25-48m,4,1130.4,833.9,Month-to-month contract; Internet Service: Fiber optic; Internet Service: DSL,shap,Yes
4929-BSTRX,0.7377,High,High,0.55,logistic_regression,53.55,1,Month-to-month,Mailed check,DSL,0-12m,2,642.6,474.05,Tenure; Month-to-month contract; Monthly Charges,shap,Yes
4074-SJFFA,0.7376,High,High,0.55,logistic_regression,54.75,1,Month-to-month,Mailed check,DSL,0-12m,2,657.0,484.6,Tenure; Month-to-month contract; Monthly Charges,shap,Yes
8800-ZKRFW,0.7375,High,High,0.55,logistic_regression,107.5,30,Month-to-month,Electronic check,Fiber optic,25-48m,7,1290.0,951.38,Services subscribed; Month-to-month contract; Internet Service: Fiber optic,shap,No
7634-WSWDB,0.7373,High,High,0.55,logistic_regression,38.5,8,Month-to-month,Electronic check,DSL,0-12m,2,462.0,340.63,Tenure; Monthly Charges; Month-to-month contract,shap,No
8189-XRIKE,0.7373,High,High,0.55,logistic_regression,90.95,32,Month-to-month,Electronic check,Fiber optic,25-48m,3,1091.4,804.69,Month-to-month contract; Internet Service: Fiber optic; Internet Service: DSL,shap,No
9763-PDTKK,0.7373,High,High,0.55,logistic_regression,94.4,4,Month-to-month,Bank transfer (automatic),Fiber optic,0-12m,5,1132.8,835.21,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,Yes
9658-WYUFB,0.7371,High,High,0.55,logistic_regression,94.4,17,Month-to-month,Electronic check,Fiber optic,13-24m,5,1132.8,834.99,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,Yes
0133-BMFZO,0.7371,High,High,0.55,logistic_regression,86.25,2,Month-to-month,Electronic check,Fiber optic,0-12m,4,1035.0,762.9,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,Yes
4749-VFKVB,0.7371,High,High,0.55,logistic_regression,50.1,1,Month-to-month,Mailed check,DSL,0-12m,2,601.2,443.14,Tenure; Month-to-month contract; Monthly Charges,shap,Yes
5666-CYCYZ,0.7366,High,High,0.55,logistic_regression,89.55,24,Month-to-month,Electronic check,Fiber optic,13-24m,4,1074.6,791.55,Month-to-month contract; Internet Service: Fiber optic; Tenure,shap,No
4391-RESHN,0.7364,High,High,0.55,logistic_regression,104.05,23,Month-to-month,Mailed check,Fiber optic,13-24m,6,1248.6,919.47,Tenure; Services subscribed; Month-to-month contract,shap,Yes
3518-PZXZQ,0.736,High,High,0.55,logistic_regression,55.3,1,Month-to-month,Mailed check,DSL,0-12m,2,663.6,488.41,Tenure; Month-to-month contract; Monthly Charges,shap,No
6390-DSAZX,0.736,High,High,0.55,logistic_regression,73.6,1,Month-to-month,Mailed check,Fiber optic,0-12m,2,883.2,650.04,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,Yes
5439-WIKXB,0.7358,High,High,0.55,logistic_regression,94.55,41,Month-to-month,Electronic check,Fiber optic,25-48m,4,1134.6,834.84,Month-to-month contract; Internet Service: Fiber optic; Internet Service: DSL,shap,No
1084-UQCHV,0.7358,High,High,0.55,logistic_regression,69.75,1,Month-to-month,Bank transfer (automatic),Fiber optic,0-12m,1,837.0,615.86,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,Yes
7993-PYKOF,0.7356,High,High,0.55,logistic_regression,75.0,8,Month-to-month,Electronic check,Fiber optic,0-12m,2,900.0,662.04,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,Yes
2528-HFYZX,0.7356,High,High,0.55,logistic_regression,76.45,17,Month-to-month,Electronic check,Fiber optic,13-24m,2,917.4,674.84,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,Yes
9365-SRSZE,0.7356,High,High,0.55,logistic_regression,70.55,27,Month-to-month,Electronic check,Fiber optic,25-48m,1,846.6,622.76,Month-to-month contract; Internet Service: Fiber optic; Tenure,shap,No
3791-LGQCY,0.7355,High,High,0.55,logistic_regression,100.65,56,Month-to-month,Bank transfer (automatic),Fiber optic,48m+,5,1207.8,888.34,Month-to-month contract; Internet Service: Fiber optic; Total Charges,shap,Yes
9465-RWMXL,0.7353,High,High,0.55,logistic_regression,78.9,32,Month-to-month,Electronic check,Fiber optic,25-48m,3,946.8,696.18,Month-to-month contract; Internet Service: Fiber optic; Internet Service: DSL,shap,Yes
5649-RXQTV,0.7348,High,High,0.55,logistic_regression,99.0,51,Month-to-month,Electronic check,Fiber optic,48m+,5,1188.0,872.94,Month-to-month contract; Internet Service: Fiber optic; Tenure band: 48m+,shap,No
5307-DZCVC,0.7348,High,High,0.55,logistic_regression,85.95,32,Month-to-month,Credit card (automatic),Fiber optic,25-48m,3,1031.4,757.87,Month-to-month contract; Internet Service: Fiber optic; Internet Service: DSL,shap,Yes
6365-MTGZX,0.7346,High,High,0.55,logistic_regression,96.0,24,Month-to-month,Electronic check,Fiber optic,13-24m,4,1152.0,846.26,Month-to-month contract; Internet Service: Fiber optic; Tenure,shap,Yes
2141-RRYGO,0.7343,High,High,0.55,logistic_regression,68.65,4,Month-to-month,Bank transfer (automatic),DSL,0-12m,4,823.8,604.92,Tenure; Month-to-month contract; Streaming Movies: Yes,shap,Yes
9889-TMAHG,0.7343,High,High,0.55,logistic_regression,100.3,8,Month-to-month,Credit card (automatic),Fiber optic,0-12m,5,1203.6,883.8,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,Yes
1436-ZMJAN,0.7339,High,High,0.55,logistic_regression,67.8,10,Month-to-month,Credit card (automatic),DSL,0-12m,4,813.6,597.1,Tenure; Month-to-month contract; Streaming Movies: Yes,shap,No
1194-HVAIF,0.7329,High,High,0.55,logistic_regression,95.0,27,Month-to-month,Credit card (automatic),Fiber optic,25-48m,4,1140.0,835.51,Month-to-month contract; Internet Service: Fiber optic; Tenure,shap,No
7077-XJMET,0.7329,High,High,0.55,logistic_regression,74.15,12,Month-to-month,Electronic check,DSL,0-12m,5,889.8,652.13,Tenure; Month-to-month contract; Services subscribed,shap,No
5226-NOZFC,0.7329,High,High,0.55,logistic_regression,85.75,26,Month-to-month,Electronic check,Fiber optic,25-48m,3,1029.0,754.15,Month-to-month contract; Internet Service: Fiber optic; Tenure,shap,No
5364-EVNIB,0.7328,High,High,0.55,logistic_regression,79.8,13,Month-to-month,Electronic check,Fiber optic,13-24m,3,957.6,701.73,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,Yes
9552-TGUZV,0.7327,High,High,0.55,logistic_regression,75.0,8,Month-to-month,Mailed check,Fiber optic,0-12m,2,900.0,659.43,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,No
5536-RTPWK,0.7318,High,High,0.55,logistic_regression,99.05,49,Month-to-month,Bank transfer (automatic),Fiber optic,48m+,5,1188.6,869.82,Month-to-month contract; Internet Service: Fiber optic; Tenure band: 48m+,shap,Yes
0112-QAWRZ,0.7318,High,High,0.55,logistic_regression,90.8,16,Month-to-month,Bank transfer (automatic),Fiber optic,13-24m,4,1089.6,797.37,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,No
4547-LYTDD,0.7317,High,High,0.55,logistic_regression,72.65,16,Month-to-month,Electronic check,Fiber optic,13-24m,2,871.8,637.9,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,Yes
8785-CJSHH,0.7316,High,High,0.55,logistic_regression,99.8,60,Month-to-month,Electronic check,Fiber optic,48m+,5,1197.6,876.16,Month-to-month contract; Internet Service: Fiber optic; Total Charges,shap,No
5515-AKOAJ,0.7316,High,High,0.55,logistic_regression,100.1,54,Month-to-month,Electronic check,Fiber optic,48m+,5,1201.2,878.8,Month-to-month contract; Internet Service: Fiber optic; Total Charges,shap,Yes
6377-WHAOX,0.7314,High,High,0.55,logistic_regression,106.15,60,Month-to-month,Electronic check,Fiber optic,48m+,6,1273.8,931.66,Services subscribed; Month-to-month contract; Total Charges,shap,No
4446-BZKHU,0.7313,High,High,0.55,logistic_regression,105.55,61,Month-to-month,Electronic check,Fiber optic,48m+,6,1266.6,926.26,Services subscribed; Month-to-month contract; Internet Service: Fiber optic,shap,Yes
2831-EBWRN,0.7311,High,High,0.55,logistic_regression,45.9,4,Month-to-month,Electronic check,DSL,0-12m,1,550.8,402.69,Tenure; Month-to-month contract; Monthly Charges,shap,No
2739-CACDQ,0.7311,High,High,0.55,logistic_regression,82.65,17,Month-to-month,Credit card (automatic),Fiber optic,13-24m,3,991.8,725.1,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,No
6719-OXYBR,0.7306,High,High,0.55,logistic_regression,85.3,15,Month-to-month,Electronic check,Fiber optic,13-24m,3,1023.6,747.84,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,No
4183-MYFRB,0.7305,High,High,0.55,logistic_regression,90.05,21,Month-to-month,Electronic check,Fiber optic,13-24m,4,1080.6,789.38,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,No
6298-QDFNH,0.7304,High,High,0.55,logistic_regression,79.35,22,Month-to-month,Electronic check,Fiber optic,13-24m,3,952.2,695.49,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,Yes
5449-FIBXJ,0.7304,High,High,0.55,logistic_regression,103.3,19,Month-to-month,Electronic check,Fiber optic,13-24m,6,1239.6,905.4,Tenure; Services subscribed; Month-to-month contract,shap,Yes
3384-CTMSF,0.7303,High,High,0.55,logistic_regression,104.1,47,Month-to-month,Electronic check,Fiber optic,25-48m,6,1249.2,912.29,Services subscribed; Month-to-month contract; Internet Service: Fiber optic,shap,No
9492-TOKRI,0.7303,High,High,0.55,logistic_regression,90.0,18,Month-to-month,Credit card (automatic),Fiber optic,13-24m,4,1080.0,788.72,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,Yes
0280-XJGEX,0.7302,High,High,0.55,logistic_regression,103.7,49,Month-to-month,Bank transfer (automatic),Fiber optic,48m+,6,1244.4,908.66,Services subscribed; Month-to-month contract; Internet Service: Fiber optic,shap,Yes
0620-DLSLK,0.7302,High,High,0.55,logistic_regression,81.9,13,Month-to-month,Mailed check,Fiber optic,13-24m,2,982.8,717.64,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,No
3315-TOTBP,0.7299,High,High,0.55,logistic_regression,76.0,15,Month-to-month,Mailed check,Fiber optic,13-24m,2,912.0,665.67,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,Yes
5895-QSXOD,0.7296,High,High,0.55,logistic_regression,70.05,9,Month-to-month,Mailed check,Fiber optic,0-12m,1,840.6,613.3,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,No
3703-VAVCL,0.7295,High,High,0.55,logistic_regression,90.0,2,Month-to-month,Credit card (automatic),Fiber optic,0-12m,4,1080.0,787.86,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,Yes
7233-DRTRF,0.7292,High,High,0.55,logistic_regression,102.4,63,Month-to-month,Electronic check,Fiber optic,48m+,6,1228.8,896.04,Services subscribed; Month-to-month contract; Total Charges,shap,No
7734-DBOAI,0.729,High,High,0.55,logistic_regression,40.1,1,Month-to-month,Electronic check,DSL,0-12m,2,481.2,350.79,Tenure; Monthly Charges; Month-to-month contract,shap,Yes
2249-YPRNG,0.7288,High,High,0.55,logistic_regression,105.85,20,Month-to-month,Bank transfer (automatic),Fiber optic,13-24m,6,1270.2,925.72,Tenure; Services subscribed; Month-to-month contract,shap,Yes
9432-VOFYX,0.7285,High,High,0.55,logistic_regression,70.8,17,Month-to-month,Electronic check,Fiber optic,13-24m,1,849.6,618.93,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,No
0650-BWOZN,0.7284,High,High,0.55,logistic_regression,73.55,18,Month-to-month,Electronic check,Fiber optic,13-24m,2,882.6,642.89,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,No
3334-CTHOL,0.7282,High,High,0.55,logistic_regression,49.95,1,Month-to-month,Bank transfer (automatic),DSL,0-12m,2,599.4,436.48,Tenure; Month-to-month contract; Monthly Charges,shap,Yes
9167-APMXZ,0.7281,High,High,0.55,logistic_regression,84.15,22,Month-to-month,Bank transfer (automatic),Fiber optic,13-24m,3,1009.8,735.24,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,No
7404-JLKQG,0.728,High,High,0.55,logistic_regression,57.55,3,Month-to-month,Electronic check,DSL,0-12m,3,690.6,502.76,Tenure; Month-to-month contract; Monthly Charges,shap,No
8565-CLBZW,0.7279,High,High,0.55,logistic_regression,89.85,24,Month-to-month,Mailed check,Fiber optic,13-24m,4,1078.2,784.82,Month-to-month contract; Internet Service: Fiber optic; Tenure,shap,Yes
8066-POXGX,0.7278,High,High,0.55,logistic_regression,35.1,13,Month-to-month,Electronic check,DSL,13-24m,1,421.2,306.55,Tenure; Monthly Charges; Month-to-month contract,shap,Yes
0114-PEGZZ,0.7277,High,High,0.55,logistic_regression,107.55,33,Month-to-month,Electronic check,Fiber optic,25-48m,6,1290.6,939.17,Services subscribed; Month-to-month contract; Internet Service: Fiber optic,shap,No
4351-QLCSU,0.7276,High,High,0.55,logistic_regression,55.0,1,Month-to-month,Credit card (automatic),DSL,0-12m,2,660.0,480.22,Tenure; Month-to-month contract; Monthly Charges,shap,Yes
7586-ZATGZ,0.7275,High,High,0.55,logistic_regression,84.9,40,Month-to-month,Electronic check,Fiber optic,25-48m,3,1018.8,741.18,Month-to-month contract; Internet Service: Fiber optic; Internet Service: DSL,shap,No
9752-ZNQUT,0.7272,High,High,0.55,logistic_regression,48.6,1,Month-to-month,Electronic check,DSL,0-12m,2,583.2,424.1,Tenure; Month-to-month contract; Monthly Charges,shap,No
1918-ZBFQJ,0.727,High,High,0.55,logistic_regression,79.25,13,Month-to-month,Electronic check,Fiber optic,13-24m,3,951.0,691.38,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,Yes
7752-XUSCI,0.7268,High,High,0.55,logistic_regression,105.9,60,Month-to-month,Electronic check,Fiber optic,48m+,6,1270.8,923.62,Services subscribed; Month-to-month contract; Total Charges,shap,Yes
3995-WFCSM,0.7268,High,High,0.55,logistic_regression,60.85,2,Month-to-month,Electronic check,DSL,0-12m,3,730.2,530.71,Tenure; Month-to-month contract; Streaming Movies: Yes,shap,No
1343-EHPYB,0.7267,High,High,0.55,logistic_regression,103.4,63,Month-to-month,Electronic check,Fiber optic,48m+,6,1240.8,901.69,Services subscribed; Total Charges; Month-to-month contract,shap,Yes
7529-ZDFXI,0.7264,High,High,0.55,logistic_regression,89.85,57,Month-to-month,Electronic check,Fiber optic,48m+,4,1078.2,783.2,Month-to-month contract; Internet Service: Fiber optic; Tenure band: 48m+,shap,No
4659-NZRUF,0.7264,High,High,0.55,logistic_regression,95.15,19,Month-to-month,Electronic check,Fiber optic,13-24m,5,1141.8,829.4,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,Yes
0224-HJAPT,0.7263,High,High,0.55,logistic_regression,47.15,5,Month-to-month,Electronic check,DSL,0-12m,2,565.8,410.94,Tenure; Month-to-month contract; Monthly Charges,shap,Yes
3234-VKACU,0.7262,High,High,0.55,logistic_regression,70.3,2,Month-to-month,Electronic check,DSL,0-12m,4,843.6,612.62,Tenure; Month-to-month contract; Streaming Movies: Yes,shap,No
4652-NNHNY,0.7261,High,High,0.55,logistic_regression,73.85,16,Month-to-month,Bank transfer (automatic),Fiber optic,13-24m,2,886.2,643.47,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,Yes
